ID	chr	start	end	strand
NM_145942_dup1	chr13_random	308437	326346	-
NM_145943	chr1	182781282	182798245	+
NM_145944	chr14	66456139	66485441	+
NM_145946	chr7	86537224	86595150	+
NM_145947	chr4	14432344	14548925	-
NM_145949	chr8	25642364	25686805	-
NM_145950	chr4	15924268	15941024	-
NM_145951	chrX	46362884	46641419	-
NM_145952	chr19	38911069	38994413	+
NM_145953	chr3	157557212	157588027	-
NM_145954	chr7	52397210	52409908	-
NM_145955	chr7	135839973	135883943	-
NM_145956	chrX	72661967	72699340	+
NM_145958	chr6	56727519	56747807	-
NM_145959	chr15	58247023	58289356	+
NM_145960	chr14	79797579	79823457	+
NM_145962	chr11	35582997	35604787	+
NM_145963	chr7	53071837	53080117	-
NM_145964	chr3	127510183	127540410	-
NM_145965	chr12	79327642	79785756	+
NM_145967	chr11	16157727	16184554	+
NM_145968	chr17	8118865	8127762	-
NM_145969	chr14	27399036	27447895	+
NM_145970	chr8	86656727	86671652	-
NM_145972	chr16	44724414	44737397	+
NM_145973	chr2	121264763	121268337	-
NM_145974	chr11	51456591	51464575	-
NM_145976	chr13	56275064	56280246	-
NM_145977	chr1	133867186	133879549	+
NM_145978	chr14	70564025	70577479	-
NM_145979	chr6	125046181	125080519	+
NM_145980	chr6	116600702	116602865	+
NM_145981	chr14	70857324	70868631	+
NM_145983	chr6	126482569	126485573	-
NM_145984	chr17	85462817	85489607	-
NM_145985	chr9	44550228	44575891	-
NM_145986	chr15	80502277	80530855	+
NM_145987	chr4	141170148	141174548	-
NM_145990	chr4	69877889	70071469	-
NM_145991	chr1	145450406	145550023	-
NM_145993	chr15	81494319	81518745	+
NM_145994	chr2	22795594	22895761	-
NM_145996	chr1	36364578	36380874	+
NM_145997	chr6	120314117	120394592	+
NM_145998	chr7	138697576	138700096	+
NM_145999	chr17	25975783	25981796	-
NM_146000	chr9	46091095	46106866	+
NM_146001	chr5	135882388	136020992	-
NM_146002	chr5	136108524	136122246	+
NM_146003	chr9	79914710	79992587	+
NM_146004	chr11	68369688	68371747	+
NM_146005	chr10	68996456	69490184	+
NM_146006	chr10	75994350	76019884	+
NM_146007	chr10	76058501	76086149	-
NM_146008	chr10	84039692	84077100	+
NM_146009	chr10	99950923	100036289	+
NM_146010	chr10	115254340	115286949	+
NM_146011	chr10	126760783	126766999	+
NM_146012	chr10	126432669	126437031	+
NM_146013	chr11	3931785	3948012	+
NM_146014	chr11	6446890	6496764	+
NM_146015	chr11	28753205	28826743	+
NM_146016	chr11	29643051	29926033	-
NM_146017	chr11	33450781	33478957	-
NM_146018	chr11	59604910	59623541	-
NM_146019	chr11	69156775	69182928	-
NM_146020	chr11	70332711	70334238	+
NM_146023	chr11	79326887	79344111	-
NM_146024	chr11	94189315	94200823	+
NM_146025	chr11	94871193	94887401	+
NM_146026	chr11	96790638	96796961	+
NM_146027	chr11	96891266	96895274	+
NM_146028	chr11	97897938	97914776	-
NM_146030	chr11	101023993	101032616	-
NM_146032	chr11	116106480	116135531	-
NM_146033	chr12	36883711	36923878	+
NM_146034	chr12	60230733	60291207	+
NM_146035	chr12	70285145	70287760	+
NM_146036	chr12	88607678	88614902	+
NM_146037	chr12	101202709	101300892	+
NM_146039	chr12	117445523	117501498	-
NM_146040	chr12	119082334	119117179	+
NM_146041	chr13	31911455	32430413	-
NM_146042	chr13	47218089	47343360	+
NM_146043	chr13	51196249	51247931	+
NM_146045	chr13	55701257	55711804	+
NM_146047	chr13	73741450	73758087	+
NM_146050	chr14	9181462	9211277	-
NM_146051	chr14	13116717	13135745	+
NM_146052	chr14	16190031	16271501	-
NM_146054	chr14	46078467	46149740	-
NM_146055	chr14	70537976	70553598	-
NM_146057	chr15	31154140	31204093	+
NM_146059	chr15	75810302	75812715	-
NM_146061	chr15	84511428	84534103	+
NM_146062	chr15	93228781	93322343	+
NM_146063	chr15	101759763	101770755	-
NM_146064	chr15	101981006	101993867	+
NM_146066	chr16	11216334	11254418	-
NM_146067	chr16	11803814	11909516	-
NM_146068	chr16	15889318	16146944	-
NM_146069	chr16	32142911	32165562	-
NM_146071	chr16	32785870	32797521	-
NM_146072	chr16	87896142	88290503	-
NM_146073	chr17	5492600	5753891	+
NM_146074	chr17	3519256	3557713	-
NM_146075	chr17	27326545	27341383	-
NM_146077	chr17	37035075	37047162	+
NM_146078	chr17	47065240	47147481	-
NM_146079	chr17	47522342	47529916	+
NM_146081	chr17	66132695	66191266	+
NM_146082	chr17	72092895	72102225	-
NM_146083	chr17	80599420	80606645	-
NM_146084	chr18	34602005	34666477	-
NM_146085	chr18	36830813	36839020	-
NM_146086	chr18	61380153	61449372	+
NM_146087	chr18	61715236	61747953	+
NM_146089	chr18	77996306	78006519	-
NM_146090	chr18	84257550	84266906	+
NM_146091	chr19	7568928	7613099	+
NM_146092	chr19	8848844	8860806	-
NM_146093	chr19	8946049	8950146	+
NM_146094	chr19	10257378	10271362	+
NM_146095	chr19	19005099	19075607	-
NM_146096	chr19	21727799	21760127	+
NM_146097	chr19	24994406	25036106	-
NM_146099	chr19	46673596	46731879	+
NM_146100	chr19	47089188	47098836	+
NM_146101	chr19	56362402	56395310	+
NM_146102	chr19	56986844	57083065	-
NM_146103	chr1	121422731	121425560	+
NM_146104	chr3	95697844	95702515	+
NM_146105	chr1	181476660	181557604	+
NM_146106	chr1	187911611	187941189	-
NM_146107	chr1	36756047	36766770	-
NM_146108	chr1	52901882	52977830	+
NM_146109	chr1	59248467	59294075	-
NM_146110	chr1	74326414	74331312	-
NM_146112	chr1	89223573	89347385	+
NM_146114	chr2	3341403	3372626	+
NM_146115	chr2	25048240	25052333	-
NM_146116	chr2	25077678	25080222	-
NM_146117	chr2	25145431	25146713	+
NM_146118	chr2	32270007	32306990	-
NM_146119	chr2	32731654	32780773	+
NM_146120	chr2	35137900	35163422	+
NM_146121	chr2	37298805	37421957	+
NM_146122	chr2	37654510	38142904	-
NM_146123	chr2	52283840	52414131	-
NM_146124	chr2	91493365	91512477	+
NM_146125	chr2	119568073	119576989	+
NM_146126	chr2	122060575	122091073	+
NM_146127	chr2	151795132	151805955	-
NM_146128	chr2	156439433	156590099	+
NM_146129	chr2	164704868	164716937	+
NM_146130	chr2	75497316	75507464	+
NM_146131	chr3	89240626	89254874	+
NM_146133	chr3	95392856	95423169	+
NM_146134	chr3	95697844	95702515	+
NM_146135	chr3	96500298	96509993	+
NM_146136	chr3	107094210	107115033	+
NM_146137	chr3	107989207	107995204	+
NM_146139	chr3	109376925	109488612	+
NM_146140	chr3	124023955	124026178	+
NM_146141	chr3	132973074	133041199	+
NM_146142	chr4	45985169	46047637	+
NM_146144	chr4	98590501	98602233	+
NM_146145	chr4	100824579	100937887	-
NM_146146	chr4	101390012	101487959	+
NM_146148	chr4	104488285	104549003	-
NM_146149	chr4	106406520	106420897	+
NM_146150	chr4	108673410	108734376	+
NM_146151	chr4	116393560	116476853	+
NM_146152	chr4	117567098	117587604	-
NM_146153	chr4	125841327	125879954	-
NM_146154	chr4	132382839	132399084	-
NM_146155	chr4	132567421	132634025	+
NM_146156	chr4	133830921	133843761	-
NM_146157	chr4	138908502	138934650	+
NM_146159	chr5	34496548	34512073	-
NM_146161	chr5	102910410	103326956	+
NM_146162	chr5	114243738	114250361	-
NM_146164	chr5	138070351	138082327	+
NM_146165	chr5	144663573	144670708	-
NM_146167	chr6	48668620	48674635	+
NM_146168	chr6	57702258	57775119	-
NM_146169	chr6	83756053	83781735	-
NM_146170	chr6	86388392	86420381	+
NM_146171	chr6	125118025	125141604	-
NM_146173	chr6	29644214	29668558	+
NM_146174	chr6	42573042	42595040	-
NM_146175	chr6	47827554	47858483	+
NM_146176	chr7	3596871	3612711	+
NM_146177	chr7	4691729	4699116	+
NM_146178	chr7	5008328	5012386	+
NM_146179	chr7	7124064	7136271	+
NM_146182	chr7	19979789	19985270	-
NM_146183	chr7	25292106	25300701	+
NM_146184	chr7	26412643	26414509	+
NM_146185	chr7	30601091	30617061	+
NM_146186	chr7	31025157	31065440	-
NM_146187	chr7	31603376	31608794	-
NM_146188	chr7	35424036	35437860	-
NM_146189	chr7	51757069	51780039	-
NM_146190	chr7	63049518	63086817	+
NM_146191	chr7	73403633	73533227	-
NM_146193	chr7	88936960	88974317	-
NM_146194	chr7	97278742	97357957	+
NM_146197	chr7	126705222	126744208	+
NM_146198	chr7	130358380	130416765	+
NM_146200	chr7	133690425	133709880	-
NM_146201	chr7	134376957	134381374	+
NM_146202	chr7	134486309	134488828	-
NM_146203	chr7	134547182	134550336	-
NM_146205	chr7	135380871	135388614	+
NM_146206	chr7	152439828	152469916	-
NM_146207	chr8	13105721	13147939	+
NM_146208	chr8	54672221	54724419	-
NM_146211	chr8	74134923	74148810	+
NM_146213	chr8	107655700	107674009	+
NM_146214	chr8	112514336	112523704	+
NM_146215	chr8	112741860	112748389	+
NM_146216	chr8	113142538	113244299	+
NM_146217	chr8	113557742	113579469	+
NM_146218	chr8	113794844	113824122	-
NM_146219	chr8	122386205	122400889	+
NM_146221	chr9	20272993	20297190	-
NM_146222	chr9	37296906	37331735	+
NM_146223	chr9	57447799	57454088	-
NM_146224	chr9	72122695	72211578	+
NM_146226	chr9	107987745	107996811	-
NM_146227	chr9	110760471	110767132	+
NM_146228	chr9	110782678	110803034	+
NM_146229	chr9	114597949	114632895	+
NM_146230	chr9	119057161	119066211	-
NM_146231	chr13	74617505	74631398	-
NM_146232	chr19	7856473	7877157	-
NM_146234	chrX	53838689	53851096	-
NM_146235	chrX	99338159	99352430	-
NM_146236	chrX	133242604	133244405	+
NM_146238	chrX	162608386	162628444	+
NM_146239	chr10	92623621	92704087	+
NM_146240	chr10	101974856	102009194	+
NM_146241	chr10	113835877	114238426	-
NM_146242	chr10	116482397	116483824	+
NM_146243	chr11	19962307	20012954	-
NM_146244	chr12	86476546	86492214	-
NM_146245	chr14	37868016	37878124	+
NM_146246	chr14	64611268	64652343	+
NM_146247	chr16	8470906	8490290	+
NM_146248	chr17	35654061	35667960	+
NM_146249	chr17	56077798	56084682	-
NM_146250	chr1	63229145	63260855	-
NM_146251	chr2	24831553	24909592	+
NM_146252	chr2	29989266	30007534	+
NM_146253	chr2	37281020	37286439	-
NM_146254	chr4	102710670	102786904	-
NM_146255	chr4	107640939	107686137	+
NM_146256	chr4	116492512	116494113	-
NM_146257	chr5	143178055	143198443	+
NM_146258	chr5	151840090	151992768	-
NM_146259	chr7	135008873	135020337	-
NM_146260	chr9	110768550	110782587	-
NM_146261	chrX	133584133	133617040	+
NM_146262	chr2	111329375	111333972	-
NM_146263	chr2	90240797	90241831	+
NM_146265	chr2	90061724	90064628	-
NM_146265_dup1	chr2	90162379	90165283	+
NM_146266	chr10	128611107	128612110	-
NM_146267	chr10	128548541	128549479	-
NM_146269	chr10	129411661	129412605	-
NM_146269_dup1	chr10	129420536	129421480	-
NM_146270	chr8	86064992	86066087	+
NM_146271	chr14	53009490	53010446	-
NM_146272	chr9	38737758	38738684	+
NM_146273	chr6	42846452	42847384	+
NM_146274	chr2	111861071	111862009	-
NM_146275	chr3	97214140	97215102	-
NM_146276	chr11	48973518	48974456	+
NM_146277	chr1	94484909	94485874	+
NM_146278	chr14	50767576	50768547	-
NM_146279	chr9	39430710	39431660	+
NM_146280	chr15	98286743	98287678	+
NM_146281	chr15	98170453	98171370	-
NM_146282	chr9	19164859	19165800	-
NM_146283	chr13	21628843	21629896	-
NM_146284	chr10	128758681	128759619	+
NM_146285	chr10	129106617	129107573	-
NM_146286	chr9	39829980	39830912	+
NM_146287	chr17	37726358	37727296	-
NM_146288	chr17	37905587	37909565	+
NM_146289	chr17	37711428	37712366	-
NM_146290	chr17	37971856	37972973	+
NM_146291	chr19	13659796	13660743	+
NM_146292	chrX	47778673	47779671	-
NM_146293	chr2	87642548	87643492	+
NM_146294	chr2	87989141	87990240	-
NM_146295	chr6	42877232	42878158	+
NM_146296	chr6	43117059	43117991	+
NM_146297	chr2	87091997	87093098	+
NM_146298	chr14	51272914	51273858	+
NM_146299	chr14	51261870	51263044	+
NM_146300	chr10	129647216	129648184	-
NM_146301	chr19	13553742	13554686	-
NM_146302	chr19	13239506	13240444	+
NM_146303	chr19	13009230	13010174	+
NM_146304	chr4	118398854	118399801	+
NM_146305	chr1	176088853	176089898	+
NM_146306	chr7	116024117	116025118	-
NM_146307	chr7	115608840	115609832	+
NM_146308	chr10	78309696	78310658	-
NM_146309	chr4	118454241	118455191	-
NM_146310	chr7	115489549	115490493	-
NM_146311	chr7	115810932	115811876	+
NM_146312	chr7	111784190	111785149	+
NM_146313	chr9	37704991	37705923	+
NM_146314	chr7	110506738	110507727	-
NM_146315	chr4	118338124	118339071	+
NM_146316	chr14	50703389	50704354	-
NM_146317	chr14	50654066	50655175	-
NM_146318	chr10	128516088	128517017	-
NM_146319	chr14	50746228	50747262	+
NM_146320	chr2	87649979	87650956	+
NM_146321	chr16	59026802	59027731	-
NM_146322	chr16	59035606	59039575	-
NM_146323	chr2	89165400	89166335	-
NM_146324	chr10	129212927	129213913	+
NM_146325	chr7	109788762	109789715	+
NM_146326	chr9	38973895	38992709	+
NM_146327	chr17	38191544	38196729	-
NM_146328	chr17	37629413	37636619	+
NM_146329	chr7	111197922	111198866	-
NM_146330	chr9	39357516	39358454	-
NM_146331	chr9	39269018	39269962	+
NM_146332	chr17	38345192	38346130	+
NM_146334	chr4	118565690	118566637	+
NM_146335	chr16	16673143	16674072	-
NM_146336	chr9	38016637	38017578	+
NM_146337	chr11	48926279	48927259	-
NM_146338	chr8	74630939	74634408	+
NM_146339	chr9	19721673	19726954	+
NM_146341	chr2	89783341	89784270	-
NM_146342	chr2	89958824	89959753	-
NM_146343	chr2	89877078	89878007	+
NM_146344	chr19	13842834	13843793	+
NM_146345	chr19	13779319	13780278	+
NM_146346	chr11	73778112	73779059	+
NM_146347	chr11	73600442	73601377	+
NM_146348	chr2	87211691	87212635	+
NM_146349	chr2	87384764	87385699	-
NM_146350	chr2	87258207	87259178	+
NM_146351	chr2	87485337	87486278	-
NM_146353	chr7	114029379	114030329	-
NM_146354	chr7	111095082	111096020	+
NM_146355	chr7	112516842	112517831	+
NM_146356	chr7	106915674	106916639	+
NM_146357	chr16	19530073	19531011	-
NM_146358	chr7	112204762	112205700	+
NM_146359	chr7	109951994	109952944	+
NM_146360	chr7	110096981	110098021	+
NM_146361	chr7	109846730	109847786	+
NM_146362	chr2	111882234	111883187	-
NM_146363	chr14	50857578	50858558	-
NM_146364	chr7	115538636	115539628	+
NM_146365	chr2	86668833	86669979	+
NM_146366	chr2	86625889	86626857	+
NM_146367	chr9	39761842	39764654	-
NM_146368	chr2	36940298	36941266	-
NM_146369	chr6	43166914	43167879	+
NM_146370	chr6	43185609	43186574	+
NM_146371	chr19	13028081	13029058	+
NM_146372	chr7	115789123	115790088	-
NM_146373	chr2	89592027	89592983	-
NM_146374	chr2	37187269	37188252	+
NM_146375	chr9	38480089	38481066	-
NM_146376	chr11	58438575	58439546	-
NM_146377	chr17	38040493	38041464	+
NM_146378	chr10	129007713	129008675	+
NM_146379	chr7	111736269	111737294	+
NM_146380	chr7	110360376	110361359	+
NM_146381	chr2	111219159	111220094	+
NM_146382	chr6	40494035	40494976	-
NM_146383	chr6	40521387	40522331	+
NM_146384	chr16	59361125	59362042	-
NM_146385	chr7	6440624	6441583	-
NM_146386	chr11	64990072	65083491	-
NM_146389	chr7	6522704	6523630	+
NM_146390	chrX	47362483	47363412	-
NM_146391	chr2	86225623	86226573	-
NM_146392	chr14	15007644	15008594	-
NM_146393	chr2	111146358	111147299	+
NM_146394	chr2	111132427	111133368	+
NM_146395	chr2	111097274	111098212	+
NM_146396	chr2	111109611	111110522	-
NM_146397	chr16	59073981	59074904	-
NM_146398	chrX	71839667	71840614	+
NM_146399	chr4	118606504	118607445	-
NM_146400	chr2	111318943	111319881	+
NM_146401	chr2	111713072	111714010	-
NM_146402	chr2	111653943	111654881	-
NM_146403	chr2	111404661	111405599	-
NM_146404	chr2	111323589	111324485	+
NM_146405	chr2	86322956	86323897	-
NM_146406	chr2	86348618	86349559	+
NM_146407	chr2	86378123	86379070	-
NM_146408	chr2	86285170	86286161	-
NM_146409	chr2	86393338	86398295	-
NM_146410	chr19	11970513	11971442	+
NM_146411	chr11	87702461	87703396	-
NM_146412	chr11	87727422	87728505	-
NM_146413	chr11	87706489	87707424	-
NM_146414	chr19	12284058	12284996	+
NM_146415	chr7	92002081	92005828	+
NM_146416	chr7	92064291	92065238	+
NM_146417	chr9	37662405	37663340	+
NM_146418	chr9	37800077	37801024	+
NM_146419	chr9	37833393	37834322	+
NM_146420	chr14	51033221	51034156	+
NM_146423	chr9	37892423	37893352	+
NM_146424	chr9	37916273	37917217	+
NM_146425	chr7	114988301	114989245	-
NM_146426	chr7	114966037	114966981	-
NM_146429	chr11	59402630	59403589	-
NM_146430	chr14	51134796	51135915	+
NM_146431	chr14	53029564	53030602	-
NM_146432	chr14	52991785	52992726	-
NM_146433	chr2	85270040	85270984	-
NM_146434	chr2	85278366	85279313	-
NM_146435	chr2	85254090	85255034	-
NM_146436	chr2	85430667	85431678	+
NM_146437	chr2	85419372	85420439	+
NM_146438	chr9	38885381	38886328	-
NM_146439	chr9	38867314	38868249	-
NM_146440	chr9	38505014	38505961	-
NM_146441	chr9	38783263	38784189	+
NM_146442	chr9	38789695	38790627	-
NM_146443	chr11	73329761	73330699	-
NM_146444	chr6	42410075	42411016	-
NM_146445	chr6	42767472	42768404	+
NM_146446	chr6	116532030	116532962	-
NM_146447	chr2	111823291	111824253	-
NM_146448	chr2	111982104	111983054	+
NM_146449	chr2	111848403	111849341	-
NM_146450	chr2	111931918	111932856	-
NM_146451	chr16	19285887	19286834	-
NM_146452	chr7	113832296	113833243	-
NM_146453	chr7	113821048	113821999	-
NM_146454	chr2	89142806	89143747	-
NM_146455	chr2	89322346	89323290	-
NM_146456	chr17	37247987	37248925	-
NM_146457	chr15	98267901	98268828	+
NM_146458	chr2	88595898	88596830	-
NM_146459	chr2	88841505	88842447	-
NM_146461	chr2	88749616	88750548	-
NM_146462	chr2	88657330	88658259	+
NM_146463	chr2	88692109	88693038	+
NM_146464	chr2	88540540	88541484	-
NM_146465	chr17	37582425	37583462	+
NM_146466	chr16	19407169	19408110	-
NM_146467	chr11	49257355	49258290	+
NM_146468	chr11	49140915	49141850	+
NM_146469	chr11	49365251	49366186	+
NM_146470	chr11	49106799	49107824	+
NM_146471	chr11	49093652	49094587	+
NM_146472	chr11	49327120	49328153	+
NM_146473	chr11	49273183	49274118	+
NM_146474	chr2	89833552	89834472	+
NM_146476	chr2	89628563	89629507	-
NM_146477	chr17	37222136	37223181	-
NM_146478	chr9	37987456	37988406	-
NM_146479	chr9	38175133	38176128	+
NM_146481	chr9	37950722	37951666	+
NM_146482	chr9	37923383	37924312	+
NM_146484	chr16	59185382	59186307	-
NM_146485	chr16	58995230	59000442	+
NM_146486	chr16	59302981	59303901	+
NM_146487	chr17	38204118	38205071	+
NM_146488	chr17	38441466	38442404	-
NM_146489	chr3	106624525	106625475	-
NM_146490	chr1	94493098	94494069	+
NM_146491	chr1	94504416	94505384	+
NM_146492	chr14	50579766	50580771	-
NM_146493	chr14	50805937	50806893	-
NM_146494	chr14	50513933	50521616	-
NM_146495	chr7	115098157	115099089	+
NM_146496	chr7	115315312	115316256	-
NM_146497	chr7	115466244	115467188	-
NM_146498	chr7	115429694	115430638	-
NM_146499	chr7	115267810	115268775	-
NM_146500	chr11	58515205	58516125	+
NM_146501	chr11	58533571	58534596	-
NM_146502	chr11	58364807	58365739	-
NM_146503	chr9	39233710	39234654	-
NM_146504	chr9	39454313	39455257	+
NM_146505	chr9	39421154	39422086	+
NM_146506	chr9	39065305	39066264	-
NM_146507	chr9	39024944	39025879	+
NM_146508	chr9	39379907	39380842	-
NM_146510	chr17	37399678	37400607	-
NM_146511	chr17	37542422	37543454	+
NM_146512	chr17	37368381	37369313	-
NM_146513	chr17	37347858	37348796	-
NM_146514	chr17	37362072	37363013	+
NM_146515	chr17	37416446	37417363	-
NM_146516	chr11	50861611	50862552	+
NM_146518	chr7	147362003	147362956	+
NM_146519	chr7	147558584	147559507	-
NM_146520	chr7	147686752	147693217	-
NM_146522	chr9	19370879	19371826	-
NM_146523	chr9	19281745	19282692	-
NM_146524	chr9	19388955	19389946	+
NM_146525	chr9	19179385	19180323	-
NM_146526	chr9	19612764	19613693	+
NM_146527	chr9	19245359	19246297	+
NM_146528	chr9	19650067	19654191	-
NM_146529	chr2	88301499	88302410	+
NM_146530	chr2	88365658	88366747	+
NM_146531	chr2	88025036	88025974	+
NM_146532	chr2	88064237	88065187	-
NM_146533	chr13	21438799	21439749	+
NM_146534	chr13	21233980	21234924	-
NM_146535	chr13	21164218	21165168	-
NM_146536	chr11	58630430	58631503	+
NM_146537	chr11	58654618	58655544	+
NM_146538	chr11	58591591	58592588	+
NM_146539	chr8	74623661	74624605	+
NM_146540	chr13	21665379	21666323	-
NM_146541	chr13	21750237	21751190	-
NM_146542	chr13	21730449	21731390	-
NM_146543	chr13	21765870	21766849	-
NM_146544	chr10	128705442	128706377	-
NM_146545	chr10	128687592	128688530	+
NM_146547	chr10	128597085	128598038	-
NM_146548	chr10	129096864	129097799	+
NM_146549	chr10	128873870	128874808	+
NM_146550	chr10	129227705	129228643	-
NM_146551	chr10	128909750	128910685	+
NM_146552	chr10	129238620	129239579	-
NM_146553	chr10	129175030	129175971	-
NM_146554	chr10	129128169	129129095	-
NM_146555	chr10	129159639	129160598	-
NM_146556	chr10	129062180	129063115	-
NM_146557	chr9	19933564	19942533	+
NM_146558	chr9	19831403	19832479	-
NM_146559	chr9	19903070	19906134	+
NM_146560	chr9	20041606	20065357	+
NM_146561	chr9	20104655	20105614	+
NM_146562	chr9	19687827	19688747	-
NM_146563	chr9	20118336	20140538	-
NM_146564	chr9	18925401	18926355	+
NM_146565	chr9	18941372	18942411	+
NM_146566	chr9	18679773	18680720	+
NM_146567	chr9	19052801	19053907	-
NM_146568	chr2	85599596	85600531	-
NM_146569	chr2	85616743	85617660	+
NM_146570	chr2	85514368	85518898	-
NM_146571	chr2	85625631	85626646	+
NM_146572	chr2	85561564	85562508	+
NM_146573	chr2	85487520	85488476	-
NM_146575	chr19	13169183	13170136	-
NM_146576	chr6	41721352	41722296	-
NM_146577	chr2	86002160	86003104	-
NM_146578	chr2	85860797	85884965	+
NM_146579	chr2	85847935	85848867	+
NM_146580	chr2	85689577	85690655	+
NM_146582	chr2	86056915	86057865	-
NM_146583	chr2	86021307	86022266	-
NM_146584	chr2	85763427	85764350	+
NM_146586	chr2	85663130	85664065	+
NM_146587	chr2	85726959	85727894	+
NM_146588	chr2	85819469	85824955	+
NM_146589	chr2	85708751	85709698	+
NM_146590	chr2	86497672	86498613	-
NM_146591	chr2	86828399	86829331	-
NM_146592	chr2	86516556	86517488	-
NM_146593	chr2	86989877	86990816	-
NM_146594	chr2	86817986	86818951	-
NM_146596	chr7	113988127	113989086	+
NM_146597	chr7	113967003	113970257	-
NM_146598	chr7	113857246	113859859	-
NM_146599	chr7	113884422	113885470	-
NM_146600	chr7	113949024	113949974	-
NM_146601	chr7	114087581	114091826	-
NM_146602	chr7	113895965	113896900	-
NM_146604	chr7	114290832	114291776	+
NM_146605	chr9	18619798	18620736	-
NM_146606	chr9	18559136	18560077	-
NM_146607	chr4	52983501	52984439	+
NM_146608	chr9	39908129	39909073	-
NM_146609	chr9	39544402	39545340	+
NM_146610	chr9	39680862	39681806	+
NM_146611	chr9	39627226	39628161	+
NM_146612	chr9	39579357	39580383	-
NM_146613	chr9	39717390	39718313	+
NM_146614	chr9	39647021	39647944	+
NM_146615	chr9	39994664	39995679	+
NM_146616	chr7	93511886	93512845	-
NM_146617	chr7	93483963	93484904	-
NM_146618	chr7	93675269	93676201	+
NM_146619	chr7	93543047	93544006	-
NM_146620	chr7	93836851	93843894	+
NM_146621	chr7	93469534	93470460	-
NM_146622	chr2	36923827	36924780	+
NM_146623	chr2	36852332	36853258	+
NM_146624	chr2	36792641	36793588	+
NM_146625	chr2	36782700	36783632	-
NM_146627	chr2	36705568	36706506	+
NM_146628	chr2	36424120	36425049	+
NM_146629	chr17	37885811	37889949	+
NM_146630	chr17	37932391	37933320	+
NM_146631	chr17	37862944	37863936	+
NM_146632	chr17	37760613	37761578	-
NM_146633	chr19	13912714	13913661	-
NM_146634	chr19	13961751	13962698	-
NM_146635	chr19	13707603	13708544	+
NM_146636	chr19	13693654	13694601	+
NM_146637	chr2	87593213	87594148	-
NM_146638	chr2	87697334	87698260	+
NM_146639	chr2	87577544	87578479	-
NM_146640	chr2	87736334	87737290	+
NM_146641	chr2	87933012	87934123	-
NM_146642	chr2	87586318	87587337	+
NM_146643	chr2	87782839	87783783	-
NM_146644	chr2	87910522	87911564	-
NM_146645	chr2	87830270	87831211	+
NM_146646	chr2	87622693	87623643	+
NM_146647	chr2	87742899	87743831	-
NM_146649	chr2	87845974	87846933	-
NM_146650	chr2	87963517	87965150	-
NM_146651	chr1	175200278	175201268	+
NM_146652	chr6	43123987	43124919	+
NM_146653	chr6	43151645	43152586	+
NM_146654	chr6	43103306	43104238	+
NM_146655	chr6	43065743	43066675	+
NM_146656	chr6	42905499	42906431	+
NM_146658	chr2	87468622	87469551	+
NM_146659	chr2	87533038	87534104	-
NM_146660	chr2	87511590	87512522	-
NM_146661	chr2	87031846	87032802	+
NM_146662	chr2	37056763	37057701	+
NM_146663	chr14	50918012	50919005	-
NM_146664	chr14	50939567	50940508	-
NM_146665	chr14	50900903	50901946	-
NM_146666	chr14	51012433	51013371	+
NM_146667	chr14	51072729	51073664	+
NM_146668	chr14	51044196	51045125	+
NM_146670	chr10	129338832	129339782	-
NM_146671	chr10	129511468	129512406	+
NM_146672	chr10	129348394	129349332	-
NM_146673	chr10	129548897	129549844	-
NM_146674	chr10	129563164	129564111	-
NM_146675	chr10	129454419	129455357	+
NM_146676	chr10	129616993	129617934	-
NM_146677	chr10	129599418	129600380	-
NM_146678	chr19	12183090	12184034	-
NM_146679	chr19	12173192	12174127	-
NM_146680	chr19	12110298	12111230	-
NM_146681	chr19	12133299	12134240	-
NM_146682	chr19	12194211	12195164	-
NM_146683	chr19	12496801	12497757	+
NM_146684	chr19	12468755	12469702	+
NM_146685	chr19	12354344	12358478	+
NM_146686	chr19	12342722	12343660	+
NM_146687	chr19	12372673	12373620	-
NM_146688	chr19	12315211	12316149	-
NM_146689	chr19	13220224	13221147	-
NM_146690	chr19	13528061	13529005	-
NM_146691	chr19	13439120	13440046	+
NM_146692	chr19	13137903	13138826	+
NM_146693	chr19	13265159	13266082	+
NM_146694	chr19	13416250	13417182	+
NM_146695	chr19	13485061	13485990	+
NM_146696	chr19	13575036	13577782	+
NM_146697	chr19	12748669	12749733	+
NM_146698	chr19	12752656	12758335	+
NM_146699	chr19	12958373	12959317	+
NM_146700	chr19	13101894	13102817	-
NM_146701	chr19	12993853	12994797	-
NM_146702	chr19	12936267	12937226	+
NM_146703	chr19	12975339	12976268	-
NM_146704	chr19	12964139	12965065	-
NM_146705	chr19	13073478	13074410	+
NM_146706	chr11	73934793	73935740	+
NM_146707	chr11	74147784	74148731	-
NM_146708	chr11	73968658	73969605	+
NM_146709	chr11	74160126	74161174	-
NM_146710	chr11	73797164	73798108	-
NM_146711	chr11	74019700	74020791	-
NM_146713	chr4	118362108	118363055	-
NM_146714	chr1	176321177	176322186	+
NM_146715	chr1	176180020	176181107	-
NM_146716	chr1	175980506	175981444	+
NM_146717	chr1	175972064	175973067	+
NM_146718	chr1	175999431	176000384	+
NM_146720	chr1	176081612	176082661	+
NM_146721	chr1	176066877	176067824	+
NM_146722	chr1	176019169	176020111	+
NM_146723	chr7	115898372	115899301	+
